Farm_ID,Crop_Type,Farm_Location,Nitrogen_Percent,Phosphorus_ppm,Potassium_ppm,Soil_pH,Rainfall_mm,Yield_kg_per_ha,Planting_Date,Harvest_Date
GH-01586,Rice,Northern,3.08,27.5,50.5,6.12,1077.8,4936.8,2022-05-12,2022-08-14
GH-00380,Maize,Upper West,2.85,35.0,91.9,6.58,1168.1,,2022-02-22,2022-06-02
GH-01528,Maize,Western,2.32,42.7,57.2,4.55,1700.5,1900.2,2022-09-01,2022-12-13
GH-00757,Rice,Northern,2.67,48.0,90.5,6.97,,4562.7,2022-07-22,2022-11-26
GH-00444,Soybean,Western,,10.5,116.5,7.45,2081.1,1985.0,2023-05-15,2023-09-07
GH-01299,Yam,Ashanti,1.83,14.8,170.8,6.88,1430.6,15128.2,2022-01-23,2022-09-13
GH-00697,Groundnut,Brong Ahafo,1.05,8.6,66.1,6.22,1167.2,1884.9,2022-03-29,2022-08-24
GH-01988,Cocoa,Greater Accra,0.95,27.6,54.7,6.53,1225.3,1192.3,2022-10-20,2023-04-18
GH-01073,Rice,Western,2.76,35.3,153.8,5.68,1546.2,4233.9,2023-12-13,2024-03-27
GH-01423,Cassava,Northern,0.87,41.7,230.7,7.4,1137.3,13310.8,2022-04-10,2023-02-17
GH-00096,Plantain,Volta,1.3,28.7,153.8,6.87,1051.3,14873.1,2023-06-16,2023-09-27
GH-01188,Maize,Brong Ahafo,1.26,7.1,121.7,4.66,,3805.6,2022-08-14,2022-11-14
GH-01046,Cassava,Western,,49.9,61.6,6.5,1802.8,,2022-05-14,2023-11-01
GH-01393,Soybean,Brong Ahafo,2.38,32.0,214.9,5.47,1105.7,2187.5,2022-03-02,2022-07-28
GH-00067,Cocoa,Western,2.89,40.7,147.0,7.2,1807.5,748.1,2022-04-22,2023-02-02
GH-00713,Maize,Upper East,1.62,45.9,150.6,5.69,994.7,1560.1,2022-02-04,2022-06-04
GH-00593,Yam,Northern,3.12,24.3,113.7,7.45,1102.9,17837.8,2022-12-22,2023-09-27
GH-01943,Plantain,Central,1.03,37.2,233.5,6.28,1024.7,8348.6,2023-11-25,2024-04-12
GH-01594,Cocoa,Eastern,1.27,9.2,54.9,5.06,1703.1,414.6,2023-06-16,2024-03-05
GH-01561,Cassava,Volta,2.95,38.6,267.5,5.6,1207.8,,2022-10-01,2023-11-29
GH-00143,Cocoa,Upper East,2.18,38.5,160.5,5.78,998.4,466.8,2022-03-15,2022-10-11
GH-01803,Cassava,Volta,3.45,46.3,251.8,6.38,1104.2,10910.5,2023-04-06,2024-06-03
GH-00029,Soybean,Northern,3.31,43.4,,7.0,1059.5,1173.8,2022-05-20,2022-09-29
GH-01753,Rice,Ashanti,3.31,17.1,74.5,5.98,1288.8,4535.9,2022-05-03,2022-09-27
GH-01688,Maize,Brong Ahafo,1.14,22.3,252.6,6.5,,3211.0,2022-05-30,2022-10-14
GH-01827,Plantain,Northern,2.15,20.1,277.0,6.74,1099.9,,2022-05-06,2022-09-05
GH-00193,Maize,Upper West,1.99,38.2,191.1,4.84,1158.8,3573.2,2023-10-09,2024-01-25
GH-01064,Yam,Western,1.9,,262.5,5.31,1728.4,16234.0,2022-06-17,2023-02-06
GH-01842,Plantain,Ashanti,3.03,47.9,231.9,5.8,1984.5,8563.0,2023-12-22,2024-04-17
GH-00809,Plantain,Brong Ahafo,2.9,36.1,196.3,4.54,1354.3,10655.0,2022-02-22,2022-06-16
GH-01920,Maize,Western,0.88,33.4,,5.47,1969.8,2162.5,2023-08-02,2023-12-29
GH-01653,Rice,Northern,2.24,9.1,147.7,7.02,1001.4,3539.6,2023-02-24,2023-07-22
GH-01475,Soybean,Eastern,0.96,9.8,82.5,7.47,1284.1,1495.5,2022-02-25,2022-07-24
GH-00747,Cassava,Brong Ahafo,2.77,30.7,137.5,5.92,1315.7,17718.5,2022-02-23,2023-03-12
GH-01099,Plantain,Upper West,1.38,27.2,81.7,5.12,913.5,9726.1,2022-09-16,2022-12-24
GH-01035,Maize,Volta,1.2,38.9,60.2,7.03,1112.6,3179.4,2022-11-30,2023-04-01
GH-00787,Groundnut,Volta,1.89,11.5,260.3,6.65,1007.4,935.1,2022-12-30,2023-04-13
GH-00023,Rice,Greater Accra,3.1,46.7,100.2,6.43,,4622.3,2022-09-25,2023-01-23
GH-00111,Soybean,Northern,1.05,41.8,116.8,7.09,1048.9,1857.4,2023-12-07,2024-05-02
GH-01377,Cocoa,Central,2.11,48.6,54.7,7.3,,995.3,2023-01-26,2023-11-07
GH-01666,Plantain,Upper East,3.46,28.4,,6.04,948.4,14013.2,2023-12-27,2024-05-24
GH-00680,Rice,Ashanti,3.12,5.4,215.0,7.43,,4796.9,2022-06-22,2022-10-15
GH-01118,Yam,Eastern,1.81,13.6,195.5,4.94,1442.0,9737.9,2022-08-21,2023-04-09
GH-00347,Cassava,Brong Ahafo,2.4,42.5,51.2,5.44,1389.8,16180.1,2022-09-30,2023-11-23
GH-00832,Yam,Greater Accra,1.74,,63.8,6.18,1118.4,8459.8,2023-10-02,2024-06-11
GH-00599,Cocoa,Greater Accra,1.62,6.5,271.7,5.12,880.6,464.8,2023-11-28,2024-06-17
GH-00535,Cassava,Accra,1.65,9.6,277.9,6.11,1205.7,12519.7,2023-12-28,2025-03-12
GH-01382,Cocoa,Eastern,1.08,22.0,54.6,5.68,1597.6,432.2,2022-06-23,2023-03-27
GH-00605,,Upper East,2.99,48.0,209.0,7.13,1024.2,1789.0,2023-05-14,2023-09-01
GH-00325,Plantain,Greater Accra,2.95,27.6,266.5,7.09,1256.1,11456.0,2023-01-11,2023-06-07
GH-01659,Maize,Volta,0.68,22.5,299.0,6.5,,2399.1,2022-07-02,2022-11-06
GH-01571,Rice,Ashanti,1.67,14.2,251.4,5.71,1251.0,2040.7,2022-09-12,2023-01-22
GH-01994,Maize,Volta,1.78,21.0,127.4,5.95,1093.5,4042.9,2023-01-18,2023-04-28
GH-00816,Yam,Northern,3.38,10.4,138.9,4.66,1014.9,15452.4,2023-07-11,2024-03-06
GH-00206,Yam,Ashanti,,5.9,207.0,5.52,1644.3,11680.2,2022-05-03,2022-12-08
GH-00814,Cocoa,Upper East,1.41,12.8,72.4,4.76,959.4,1161.2,2023-02-18,2023-08-31
GH-00527,Cassava,Upper West,1.56,10.1,246.1,7.14,1093.9,,2023-01-15,2024-06-30
GH-01014,Cassava,Central,2.18,27.2,200.6,7.08,1419.2,18629.0,2023-04-20,2024-07-03
GH-00118,Plantain,Upper West,2.21,46.9,82.6,6.73,1169.4,5924.2,2022-12-10,2023-03-10
GH-01012,Yam,Volta,2.31,48.8,270.2,5.23,1051.4,8962.2,2023-09-15,2024-03-20
GH-01684,Maize,Upper West,2.53,29.4,94.8,6.25,1093.9,2194.6,2022-07-20,2022-11-11
GH-00969,Plantain,Ashanti,1.07,34.4,148.1,6.63,1333.2,13140.5,2022-10-02,2023-02-22
GH-01454,Cassava,Brong Ahafo,0.57,26.4,159.8,7.18,1132.5,,2022-06-18,2023-04-11
GH-00804,Maize,Brong Ahafo,2.62,37.3,125.3,5.69,1364.9,2732.0,2023-05-14,2023-09-19
GH-00367,Plantain,Eastern,2.5,26.8,283.3,6.46,1698.5,6806.3,2023-01-06,2023-05-16
GH-01908,Maize,Central,1.75,6.6,216.3,4.69,1352.7,2346.2,2023-02-13,2023-06-27
GH-00115,Groundnut,Upper West,2.72,11.2,174.5,6.02,995.0,1338.1,2022-08-03,2022-11-18
GH-00728,Cassava,Eastern,2.14,31.4,102.0,5.89,1259.5,12170.3,2023-01-07,2024-05-21
GH-00570,Groundnut,Upper East,0.58,43.1,206.0,5.33,1016.1,1712.9,2022-08-13,2023-01-07
GH-01407,,Greater Accra,3.23,14.6,297.8,7.24,,3795.4,2022-09-21,2023-01-06
GH-00907,Rice,Eastern,1.1,25.2,119.1,7.44,1507.0,2097.0,2023-06-12,2023-11-06
GH-00334,Cassava,Ashanti,2.13,26.9,,4.82,1442.0,14780.0,2023-01-06,2022-04-29
GH-00945,,Eastern,1.01,46.0,268.7,5.13,1476.0,9216.1,2023-08-28,2024-04-18
GH-00640,Soybean,Eastern,1.51,47.0,85.7,4.96,1480.7,2163.9,2022-06-10,2022-10-26
GH-00436,Soybean,Ashanti,2.86,26.7,114.8,5.23,1261.8,1856.0,2022-06-17,2022-10-04
GH-01181,Plantain,Eastern,3.12,25.6,207.6,5.27,1271.2,,2022-08-18,2023-01-11
GH-01408,Yam,Greater Accra,2.14,32.4,75.5,6.75,830.8,8420.1,2022-03-24,2023-01-07
GH-01979,Cassava,Upper East,2.04,48.9,299.8,5.31,932.4,13198.1,2023-07-08,2024-06-05
GH-01249,Rice,Greater Accra,2.46,17.5,260.6,6.87,963.5,4181.8,2022-09-23,2022-12-23
GH-00709,Soybean,Western,0.71,,68.0,5.04,1669.4,1472.3,2023-01-02,2023-04-28
GH-01385,Maize,Central,0.99,23.0,203.9,6.24,1075.7,2690.3,2022-08-08,2022-12-18
GH-01087,Maize,Volta,1.13,26.8,188.9,7.24,1299.4,3102.7,2022-02-07,2022-05-29
GH-01620,Yam,Northern,3.3,17.1,76.5,6.6,1019.2,7644.0,2022-11-07,2023-07-15
GH-00266,Rice,Northern,1.17,46.6,268.2,7.01,1017.4,4917.7,2022-05-18,2022-08-25
GH-00572,Cassava,Brong Ahafo,1.34,47.8,239.1,5.55,1119.5,8702.0,2023-10-05,2024-07-27
GH-00932,Cocoa,Ashanti,1.0,44.0,261.5,5.02,1682.4,447.7,2022-03-04,2022-10-16
GH-00796,Groundnut,Greater Accra,1.1,16.0,95.8,6.66,939.6,1487.7,2022-06-15,2022-09-22
GH-00435,Cocoa,Volta,2.84,41.5,252.2,5.34,1076.4,608.2,2022-11-07,2023-08-16
GH-01341,Groundnut,Ashanti,2.83,41.0,137.8,6.36,1638.4,1853.5,2022-05-10,2022-08-16
GH-01105,Plantain,Eastern,2.46,45.8,75.0,5.1,1484.1,5729.8,2023-11-22,2024-04-03
GH-00619,Groundnut,Western,1.97,27.0,245.4,6.29,1676.3,1626.8,2023-03-25,2023-07-08
GH-01192,Cassava,Greater Accra,1.58,5.3,175.1,4.6,1106.7,19153.9,2023-12-29,2025-04-19
GH-01233,Yam,Northern,2.2,31.2,148.1,5.59,1131.6,16698.5,2023-07-08,2024-01-23
GH-00875,Rice,Greater Accra,2.56,13.2,134.0,6.68,1188.4,3396.9,2023-11-02,2024-03-17
GH-00331,Maize,Brong Ahafo,1.72,14.7,145.6,6.28,1377.0,1535.6,2022-12-20,2023-03-20
GH-01730,Plantain,Volta,2.35,35.1,218.1,4.68,1109.0,6232.9,2022-07-10,2022-11-27
GH-01204,Rice,Eastern,2.74,38.0,,5.21,1640.1,3784.6,2022-08-09,2022-12-18
GH-00963,Plantain,Ashanti,1.83,43.6,193.4,6.86,1487.7,5336.1,2022-03-04,2022-07-02
GH-00349,Soybean,Upper West,2.18,40.6,122.6,5.3,1184.8,,2022-09-20,2023-02-10
GH-01976,Maize,Volta,1.57,,93.7,5.88,1197.9,4151.4,2023-12-11,2024-03-28
GH-00998,Cocoa,Ashanti,2.04,46.1,299.4,6.62,,524.9,2022-03-28,2022-11-03
GH-01558,Cassava,Brong Ahafo,2.16,27.7,76.4,5.97,1341.0,17235.4,2023-06-07,2024-03-19
GH-01847,Soybean,Volta,1.97,34.6,185.7,5.53,1061.5,2505.5,2023-10-31,2024-02-19
GH-01251,Groundnut,Northern,1.5,20.5,266.6,4.75,1004.6,1012.5,2023-04-07,2023-10-23
GH-01632,Cassava,Upper West,3.22,8.2,240.4,6.32,977.1,16258.0,2023-06-11,2024-04-20
GH-01485,Groundnut,Volta,3.33,35.3,140.4,4.56,1234.5,1868.7,2023-12-24,2024-04-06
GH-00753,Rice,Brong Ahafo,1.06,36.0,,5.69,1279.0,3092.2,2022-01-08,2022-11-11
GH-01264,Groundnut,Upper West,0.64,24.6,152.3,5.7,,2184.3,2022-09-06,2023-01-03
GH-00809,Plantain,Brong Ahafo,2.9,36.1,196.3,4.54,1354.3,10655.0,2022-02-22,2022-06-16
GH-01878,Rice,Northern,1.41,29.6,277.0,5.13,1101.7,3545.2,2023-11-03,2024-02-28
GH-00960,Groundnut,Upper West,0.51,27.8,218.9,6.43,966.8,1040.9,2023-10-07,2024-02-21
GH-01081,Cassava,Eastern,2.59,14.4,180.7,6.04,1307.9,15467.8,2023-10-15,2024-10-10
GH-01218,Rice,Northern,2.22,5.8,164.9,5.38,,4549.3,2023-01-09,2023-04-24
GH-01764,Groundnut,Central,2.96,14.4,299.9,6.72,1391.6,868.5,2023-04-14,2023-08-26
GH-01323,Yam,Upper West,2.96,33.4,210.9,7.22,972.9,17209.8,2022-11-19,2023-06-04
GH-00715,Soybean,Northern,0.64,26.9,160.5,5.54,1110.5,2221.9,2023-12-26,2024-05-16
GH-00328,Groundnut,Ashanti,0.88,7.5,269.5,6.01,1610.8,1222.5,2023-08-08,2023-11-26
GH-01000,Cassava,Eastern,1.71,34.8,252.6,7.24,1382.9,16201.0,2023-03-16,2024-07-07
GH-01987,Rice,Central,3.16,44.3,76.5,4.53,1421.0,3920.8,2023-10-19,2024-03-08
GH-00759,Maize,Greater Accra,2.17,44.7,69.0,6.62,799.1,1894.6,2022-02-27,2022-07-05
GH-00554,Cocoa,Ashanti,1.73,19.2,126.5,6.85,1859.2,1139.7,2022-08-27,2023-06-05
GH-00425,Soybean,Greater Accra,0.75,38.2,235.0,6.88,814.2,2461.0,2023-06-14,2023-10-07
GH-01439,Soybean,Brong Ahafo,2.01,17.3,262.8,7.38,1114.6,1754.8,2022-05-18,2022-09-01
GH-00919,Cocoa,Volta,3.18,32.9,172.1,5.16,1069.6,807.1,2023-04-28,2023-10-28
GH-01903,Maize,Upper West,3.24,28.6,55.6,6.3,1053.5,3755.0,2023-07-29,2023-11-06
GH-00563,Groundnut,Greater Accra,2.0,14.4,121.9,5.22,1250.4,1892.7,2022-03-17,2022-07-19
GH-01503,Plantain,Greater Accra,3.03,35.7,78.4,5.31,813.9,9349.5,2022-10-08,2023-01-08
GH-01747,Cocoa,Central,1.82,33.6,56.7,5.87,1472.7,1046.2,2022-08-28,2023-05-12
GH-00263,Yam,Volta,3.37,38.6,207.3,4.81,1222.7,13844.2,2022-02-04,2022-11-20
GH-00858,Cassava,Greater Accra,0.83,37.5,,5.56,996.8,15424.2,2022-10-04,2023-06-28
GH-00467,Soybean,Eastern,1.87,18.0,159.1,6.73,1610.3,2273.4,2023-06-04,2023-09-22
GH-01900,Rice,Greater Accra,0.89,45.1,133.3,6.03,933.6,4031.5,2023-07-11,2023-12-04
GH-01631,Groundnut,Ashanti,0.72,48.0,,6.52,1600.0,1972.6,2023-09-08,2024-01-01
GH-00342,Cocoa,Brong Ahafo,1.31,18.5,145.7,6.56,1357.5,451.9,2022-07-06,2023-02-28
GH-01791,Yam,Northern,0.84,49.6,225.8,4.93,1123.6,17044.5,2023-04-26,2023-11-30
GH-00274,Soybean,Northern,1.79,29.8,116.0,6.41,1070.8,1765.9,2022-10-06,2023-02-06
GH-00679,Rice,Central,1.9,14.1,67.9,6.93,1433.4,4550.6,2022-06-09,2022-10-09
GH-01396,Plantain,Northern,1.5,45.6,278.3,7.34,1125.7,7014.2,2022-05-31,2022-10-23
GH-01432,Yam,Upper East,2.47,9.6,244.1,6.24,975.3,11561.7,2023-06-15,2023-12-29
GH-00454,Plantain,Brong Ahafo,2.32,37.8,161.9,7.28,1330.2,6505.4,2023-09-01,2024-01-08
GH-01193,Yam,Ashanti,0.78,41.2,219.7,4.5,1421.3,15079.2,2022-05-12,2023-01-02
GH-01644,Rice,Upper East,3.4,35.0,51.3,5.59,907.8,3398.4,2023-07-23,2023-11-12
GH-00866,Maize,Brong Ahafo,2.74,18.6,,5.84,1195.8,1694.1,2023-12-29,2024-05-24
GH-01998,Maize,Western,0.94,26.7,213.9,5.99,1875.3,3531.1,2022-03-26,2022-07-09
GH-01237,,Eastern,2.79,43.7,58.9,6.31,1749.5,3177.9,2022-09-04,2022-12-19
GH-01133,Plantain,Central,2.63,8.9,165.7,4.89,1132.2,11312.9,2023-11-27,2024-03-31
GH-00323,Cocoa,Ashanti,2.33,10.2,74.7,6.7,1732.3,1153.6,2023-10-28,2024-05-21
GH-01798,Rice,Eastern,1.49,11.3,93.9,7.35,1314.2,4285.0,2023-04-27,2023-08-28
GH-00064,Maize,Western,3.11,31.0,189.9,5.96,1999.5,2704.0,2023-12-04,2024-04-25
GH-00752,Yam,Central,2.27,29.0,218.9,5.47,1421.2,8372.4,2023-01-17,2023-07-26
GH-01498,Soybean,Ashanti,1.73,47.5,83.6,7.44,1805.4,1227.4,2022-02-08,2022-06-05
GH-01721,Plantain,Upper East,2.31,30.3,69.7,6.16,979.9,14345.2,2022-10-12,2023-02-22
GH-01933,Maize,Eastern,1.48,21.2,205.5,7.1,1367.9,3604.7,2022-01-16,2022-05-22
GH-00584,Rice,Central,1.84,33.6,131.2,4.64,1162.7,2560.5,2022-07-23,2022-12-10
GH-01069,Yam,Volta,3.06,40.0,217.8,4.85,1017.4,12222.4,2023-05-05,2024-01-24
GH-01084,Cocoa,Western,0.67,14.8,282.4,5.48,1548.2,785.5,2023-10-26,2024-08-19
GH-00914,Rice,Western,0.88,29.9,96.5,4.68,1872.7,2596.2,2022-02-22,2022-06-11
GH-01923,Cocoa,Eastern,1.33,29.2,139.1,5.17,1566.7,1150.7,2023-07-31,2024-02-25
GH-01615,Plantain,Northern,3.43,45.0,295.2,7.05,1039.7,14571.2,2022-10-09,2023-01-28
GH-01604,Maize,Central,2.89,32.5,220.9,6.65,1484.7,2166.6,2023-07-12,2023-03-17
GH-01313,Maize,Upper East,1.15,7.3,,6.24,920.4,1643.8,2022-01-08,2022-05-31
GH-01611,Yam,Ashanti,1.33,26.8,286.7,6.43,1950.4,9197.5,2022-09-16,2023-04-01
GH-01391,Rice,Eastern,1.08,5.6,259.7,5.94,1612.0,4524.8,2022-12-13,2023-04-20
GH-01789,Yam,Upper West,1.11,38.0,190.6,4.56,1035.5,13162.6,2022-07-24,2023-03-22
GH-00764,Rice,Ashanti,3.38,43.0,108.5,5.07,1277.9,2689.5,2023-11-23,2024-03-06
GH-00123,Rice,Volta,2.53,16.7,167.2,7.2,1146.3,2250.1,2022-06-20,2022-10-12
GH-00915,Cocoa,Greater Accra,1.54,18.4,106.1,7.38,791.7,1083.7,2022-08-20,2023-06-12
GH-01910,Yam,Central,1.23,17.9,246.7,6.66,1112.4,16880.2,2022-10-18,2023-07-08
GH-00215,Cassava,Western,1.2,24.8,74.9,6.32,1692.7,15337.9,2022-06-07,2023-11-16
GH-00613,,Upper West,0.54,43.3,155.1,5.63,1173.5,1123.5,2023-06-19,2023-12-20
GH-00406,Cocoa,Upper West,0.71,30.0,148.0,5.25,1064.0,1031.7,2023-05-31,2024-01-03
GH-01048,Maize,Upper East,2.82,17.8,103.2,6.02,,2644.0,2022-04-12,2022-08-25
GH-01751,Cocoa,Volta,0.7,,232.8,5.18,1048.0,976.5,2024-04-04,2023-07-20
GH-01318,Soybean,Brong Ahafo,2.59,10.6,219.9,5.91,1284.7,1195.4,2022-02-19,2022-07-03
GH-00726,Yam,Central,2.24,42.1,201.9,6.0,1006.6,14085.2,2022-08-19,2023-04-10
GH-00061,Cassava,Northern,1.75,,87.4,7.19,1081.1,19090.6,2022-05-25,2023-03-27
GH-00909,Groundnut,Western,2.57,,106.3,7.35,1713.2,1742.3,2023-02-20,2023-06-05
GH-01300,Rice,Brong Ahafo,3.18,16.3,274.1,7.41,1238.2,2144.7,2023-07-28,2023-12-02
GH-00441,,Western,3.24,45.4,299.2,6.23,1878.3,2597.1,2023-02-21,2023-06-21
GH-01800,Maize,Greater Accra,,30.3,194.4,5.5,1071.0,1850.6,2022-09-07,2022-12-15
GH-01687,Cocoa,Western,2.59,7.8,230.7,6.75,1887.4,511.6,2022-12-22,2023-10-16
GH-01116,Groundnut,Upper East,2.13,29.6,159.3,6.44,1007.4,2320.2,2023-11-07,2024-03-01
GH-01027,Rice,Eastern,2.06,6.1,232.4,7.25,1645.6,3766.2,2022-05-24,2022-09-30
GH-01613,Soybean,Upper West,2.46,40.5,268.7,5.93,1132.9,2263.3,2022-10-29,2023-02-20
GH-01079,Plantain,Brong Ahafo,1.07,6.5,178.2,5.77,1224.8,11155.0,2022-02-07,2022-05-26
GH-01138,,Eastern,1.07,15.3,135.4,7.02,1702.1,2618.9,2022-12-09,2022-09-01
GH-00664,Plantain,Upper West,2.54,44.3,246.4,5.26,910.2,5344.0,2022-03-09,2022-06-08
GH-01913,Rice,Northern Region,0.81,20.7,292.1,4.7,1012.0,4970.3,2022-08-07,2022-12-31
GH-00838,Yam,Northern,2.53,27.1,254.4,7.5,1144.4,,2022-08-27,2023-03-24
GH-00382,Plantain,Western,,24.3,138.4,6.56,1690.2,5524.6,2023-10-20,2024-01-19
GH-01009,,Northern,1.97,5.5,260.2,5.57,1133.7,994.8,2022-06-29,2023-03-14
GH-01497,Soybean,Northern,2.28,37.5,190.3,5.96,1048.7,1570.1,2023-09-19,2024-02-10
GH-00609,Cocoa,Central,3.15,23.2,123.3,5.71,1004.0,585.4,2023-09-24,2024-04-16
GH-01935,Groundnut,Brong Ahafo,1.04,15.5,73.7,6.22,1386.4,1548.6,2022-11-29,2023-03-26
GH-00106,Rice,Eastern,3.07,25.3,51.0,6.38,1274.9,4256.2,2022-08-27,2022-12-14
GH-01229,Plantain,Eastern,0.97,21.2,263.7,7.44,1653.0,5590.1,2022-07-05,2022-11-20
GH-01681,Cocoa,Eastern,3.1,33.0,58.4,4.65,1657.8,830.7,2023-06-26,2024-01-14
GH-00706,Yam,Greater Accra,3.33,,123.2,5.28,808.7,14135.9,2023-05-25,2024-01-02
GH-01332,Plantain,Northern,1.88,5.2,207.1,6.56,1128.5,5618.6,2022-05-04,2022-09-24
GH-00820,Maize,Eastern,0.54,11.3,266.0,6.42,1591.5,3678.9,2023-05-14,2023-08-30
GH-00091,Soybean,Ashanti,3.35,49.8,124.3,6.45,1419.6,2112.1,2022-06-21,2022-10-22
GH-01854,Maize,Volta,1.32,32.2,119.6,4.5,1184.4,1931.5,2022-08-26,2023-01-20
GH-00270,Cassava,Ashanti,1.78,46.7,228.8,7.0,1397.2,12799.5,2022-09-22,2023-12-30
GH-00631,Maize,Greater Accra,0.86,31.0,,6.06,1194.1,3211.1,2023-03-21,2023-07-05
GH-01792,Plantain,Western,3.25,17.0,122.9,5.43,2027.3,7879.1,2023-01-21,2023-05-02
GH-00229,,Upper West,1.03,25.0,108.5,4.91,1096.6,4497.0,2023-03-17,2023-07-09
GH-00299,Yam,Greater Accra,2.05,14.1,170.9,6.3,1045.1,11104.0,2023-12-29,2024-07-07
GH-00177,,Brong Ahafo,2.78,10.5,62.5,4.61,1100.7,17846.7,2022-09-29,2024-03-06
GH-00815,Cocoa,Ashanti,1.45,17.0,158.4,6.61,1843.6,909.8,2022-03-18,2022-11-12
GH-01546,Cocoa,Upper East,2.94,49.1,150.7,7.25,990.4,848.7,2023-07-05,2024-03-31
GH-00098,Cocoa,Greater Accra,3.13,12.5,121.0,5.38,1179.3,,2023-03-30,2023-12-23
GH-01018,Cassava,Central,3.32,30.8,168.2,7.42,1181.1,19997.8,2023-03-29,2024-02-27
GH-00068,Maize,Eastern,2.76,49.2,249.0,7.29,1606.1,3106.1,2022-08-02,2022-11-02
GH-00144,Soybean,Eastern,2.83,37.0,85.7,5.36,1447.0,1010.1,2023-05-26,2023-09-15
GH-01732,Cassava,Upper West,3.12,35.7,189.7,5.4,1110.2,11891.0,2023-06-21,2024-02-18
GH-01286,,Volta,1.29,46.0,73.5,6.19,1002.4,10072.7,2023-08-30,2023-12-29
GH-00803,Maize,Eastern,2.94,31.2,,6.08,1474.3,3691.4,2022-12-12,2023-05-02
GH-00168,Groundnut,Volta,0.63,40.2,293.1,5.25,1100.9,1536.7,2023-09-16,2024-02-11
GH-00029,Soybean,Northern,3.31,43.4,,7.0,1059.5,1173.8,2022-05-20,2022-09-29
GH-01918,Plantain,Central,2.64,9.1,62.1,6.84,1180.2,8783.6,2023-09-02,2023-05-31
GH-01156,Maize,Eastern,1.39,17.4,253.8,5.52,1464.7,3529.2,2022-05-23,2022-10-01
GH-01460,,Western,2.07,20.3,139.6,5.52,1742.2,14745.7,2023-01-06,2024-05-10
GH-00547,Yam,Upper West,2.9,38.6,192.9,4.59,961.3,17456.0,2023-09-30,2024-07-11
GH-01492,Groundnut,Ashanti,0.87,8.4,262.6,4.69,1580.4,985.6,2023-12-01,2024-04-06
GH-00878,Rice,Northern,1.86,49.7,,5.45,1081.0,3161.0,2022-12-27,2023-05-16
GH-01875,Rice,Northern,0.88,14.9,55.6,6.37,,4012.1,2023-10-20,2024-02-18
GH-01326,Maize,Brong Ahafo,1.65,18.8,,4.56,1195.4,2530.2,2022-05-25,2022-09-14
GH-00688,Yam,Western,1.95,25.3,181.9,7.3,1880.2,15482.0,2023-08-22,2024-02-22
GH-01288,Plantain,Western,3.01,27.8,191.0,5.15,1571.3,12860.0,2022-02-26,2022-06-06
GH-01240,Cassava,Greater Accra,1.11,45.1,101.9,4.97,1207.9,9387.3,2022-05-24,2023-10-29
GH-00246,Plantain,Upper West,0.6,48.6,229.8,6.18,1139.7,13918.7,2022-07-18,2022-10-19
GH-01333,Groundnut,Western,1.79,23.6,73.8,6.83,1856.2,2065.9,2022-03-27,2022-08-18
GH-01660,Soybean,Ashanti,2.0,6.7,75.8,5.21,1492.0,1520.2,2022-11-06,2023-02-05
GH-01215,Rice,Upper West,,45.8,153.8,6.48,990.1,4725.5,2023-07-14,2023-11-18
GH-01015,Yam,Upper West,1.61,44.1,124.0,5.9,1156.7,9579.1,2023-10-27,2024-05-04
GH-00560,Plantain,Upper West,0.93,33.1,177.1,6.47,953.5,9702.3,2022-11-15,2023-03-07
GH-01482,Yam,Upper West,0.93,18.1,183.2,6.23,1032.4,10596.8,2023-05-23,2024-02-06
GH-01301,Groundnut,Volta,2.47,42.4,295.7,6.22,,1431.8,2022-09-24,2023-01-16
GH-00580,Rice,Upper East,,18.6,290.5,6.14,974.5,3162.5,2022-08-07,2022-11-25
GH-00469,Yam,Upper West,2.16,42.6,162.5,5.03,1095.4,8797.1,2022-04-10,2023-06-21
GH-00047,Soybean,Upper West,2.4,41.1,224.4,6.14,976.9,1285.1,2023-12-20,2024-04-28
GH-00006,Soybean,Western,1.31,41.5,286.1,6.76,2069.3,2036.3,2022-04-09,2022-07-30
GH-01971,Maize,Ashanti,0.5,10.3,172.0,6.13,1463.9,3539.4,2022-08-02,2022-11-23
GH-01898,Cassava,Brong Ahafo,1.09,22.5,266.9,6.63,1286.3,15400.8,2022-01-24,2023-04-10
GH-01257,Plantain,Upper East,2.82,37.3,259.1,6.71,1090.8,9115.2,2022-12-14,2023-04-23
GH-01625,Plantain,Ashanti,,21.3,251.1,5.35,1376.7,9107.1,2023-07-16,2023-11-14
GH-01641,Cocoa,Central,3.43,20.9,277.3,5.54,1309.6,519.4,2023-08-14,2024-05-31
GH-01956,Maize,Brong Ahafo,1.5,26.8,139.4,5.9,1257.6,4405.1,2022-04-24,2022-09-03
GH-00911,Cassava,Volta,2.36,34.4,113.4,4.58,1379.6,19161.7,2023-01-10,2024-04-16
GH-01096,Rice,Volta,0.76,30.8,85.4,6.48,1114.3,3090.7,2022-09-11,2022-12-22
GH-01921,Cassava,Northern,1.26,38.6,,6.17,1010.7,9847.5,2023-10-19,2024-12-24
GH-00178,Cassava,Central,2.14,5.8,200.9,6.11,1444.4,12115.0,2023-10-27,2025-01-29
GH-00852,Rice,Brong Ahafo,3.32,16.4,92.1,4.9,1327.4,,2022-05-26,2022-09-29
